ParentLocationCode,ParentLocation,SpatialDimValueCode,Location,Gdp,year,Dim1 type,Dim1,Dim1ValueCode,FactValueNumeric,Value,Level,Language,DateModified,,,pergdp,,,,,,,,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,,FactValueTranslationID,FactComments
AMR,Americas,GTM,Guatemala,62.18618658,2015,Sex,Both sexes,BTSX,70.95,70.95,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,9096.54 ,,,,,,,,,,,,,,,
AMR,Americas,GTM,Guatemala,77.0200152,2019,Sex,Both sexes,BTSX,72.02,72.02,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,10827.44 ,,,,,,,,,,,,,,,
AMR,Americas,GTM,Guatemala,19.28882716,2000,Sex,Both sexes,BTSX,66.78,66.78,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,5056.98 ,,,,,,,,,,,,,,,
AFR,Africa,GIN,Guinea,2.99536114,2000,Sex,Both sexes,BTSX,54.26,54.26,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,2852.55 ,,,,,,,,,,,,,,,
AFR,Africa,GIN,Guinea,6.78513717,2010,Sex,Both sexes,BTSX,58.07,58.07,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,3994.64 ,,,,,,,,,,,,,,,
AFR,Africa,GIN,Guinea,8.79420244,2015,Sex,Both sexes,BTSX,58.81,58.81,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,4638.63 ,,,,,,,,,,,,,,,
AFR,Africa,GIN,Guinea,13.51380926,2019,Sex,Both sexes,BTSX,61.01,61.01,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1664.30 ,,,,,,,,,,,,,,,
AFR,Africa,GNB,Guinea-Bissau,0.37109551,2000,Sex,Both sexes,BTSX,50.28,50.28,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,954.40 ,,,,,,,,,,,,,,,
AFR,Africa,GNB,Guinea-Bissau,1.09981865,2010,Sex,Both sexes,BTSX,55.43,55.43,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,4580.70 ,,,,,,,,,,,,,,,
AFR,Africa,GNB,Guinea-Bissau,1.04822963,2015,Sex,Both sexes,BTSX,58.23,58.23,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,5576.83 ,,,,,,,,,,,,,,,
AFR,Africa,GNB,Guinea-Bissau,1.43963844,2019,Sex,Both sexes,BTSX,60.22,60.22,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,6609.51 ,,,,,,,,,,,,,,,
AMR,Americas,GUY,Guyana,0.7126679,2000,Sex,Both sexes,BTSX,62.96,62.96,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1080.51 ,,,,,,,,,,,,,,,
AMR,Americas,GUY,Guyana,3.69138432,2010,Sex,Both sexes,BTSX,64.77,64.77,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1891.16 ,,,,,,,,,,,,,,,
AMR,Americas,GUY,Guyana,4.27984019,2015,Sex,Both sexes,BTSX,65.59,65.59,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,2286.20 ,,,,,,,,,,,,,,,
AMR,Americas,GUY,Guyana,5.17376019,2019,Sex,Both sexes,BTSX,65.69,65.69,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,2556.46 ,,,,,,,,,,,,,,,
AMR,Americas,HTI,Haiti,13.00875411,2010,Sex,Both sexes,BTSX,31.28,31.28,<50.0,EN,2020-12-03T16:00:00.000Z,,,14067.52 ,,,,,,,,,,,,,,,
AMR,Americas,HTI,Haiti,14.83315447,2015,Sex,Both sexes,BTSX,62.61,62.61,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,11933.38 ,,,,,,,,,,,,,,,
AMR,Americas,HTI,Haiti,14.78583938,2019,Sex,Both sexes,BTSX,64.05,64.05,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,15311.77 ,,,,,,,,,,,,,,,
AMR,Americas,HTI,Haiti,6.81357756,2000,Sex,Both sexes,BTSX,57.05,57.05,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,4887.71 ,,,,,,,,,,,,,,,
AMR,Americas,HND,Honduras,7.1038269,2000,Sex,Both sexes,BTSX,70.04,70.04,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1191.97 ,,,,,,,,,,,,,,,
AMR,Americas,HND,Honduras,17.58809857,2010,Sex,Both sexes,BTSX,71.15,71.15,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1386.85 ,,,,,,,,,,,,,,,
AMR,Americas,HND,Honduras,20.8339488,2015,Sex,Both sexes,BTSX,69.82,69.82,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1312.77 ,,,,,,,,,,,,,,,
AMR,Americas,HND,Honduras,24.91552285,2019,Sex,Both sexes,BTSX,71.94,71.94,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,805.03 ,,,,,,,,,,,,,,,
EUR,Europe,HUN,Hungary,47.21840589,2000,Sex,Both sexes,BTSX,71.34,71.34,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4624.28 ,,,,,,,,,,,,,,,
EUR,Europe,HUN,Hungary,141.9999602,2010,Sex,Both sexes,BTSX,74.58,74.58,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,13223.08 ,,,,,,,,,,,,,,,
EUR,Europe,HUN,Hungary,125.2103246,2015,Sex,Both sexes,BTSX,75.57,75.57,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,12720.71 ,,,,,,,,,,,,,,,
EUR,Europe,HUN,Hungary,163.5264914,2019,Sex,Both sexes,BTSX,76.44,76.44,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,16735.66 ,,,,,,,,,,,,,,,
EUR,Europe,ISL,Iceland,15.22162293,2010,Sex,Both sexes,BTSX,81.68,81.68,>80.0,EN,2020-12-03T16:00:00.000Z,,,780.19 ,,,,,,,,,,,,,,,
EUR,Europe,ISL,Iceland,17.51721052,2015,Sex,Both sexes,BTSX,82.14,82.14,>80.0,EN,2020-12-03T16:00:00.000Z,,,3122.36 ,,,,,,,,,,,,,,,
EUR,Europe,ISL,Iceland,24.85774045,2019,Sex,Both sexes,BTSX,82.33,82.33,>80.0,EN,2020-12-03T16:00:00.000Z,,,3331.70 ,,,,,,,,,,,,,,,
EUR,Europe,ISL,Iceland,9.02566036,2000,Sex,Both sexes,BTSX,79.7,79.7,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4135.20 ,,,,,,,,,,,,,,,
SEAR,South-East Asia,IND,India,468.3949373,2000,Sex,Both sexes,BTSX,62.11,62.11,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,443.31 ,,,,,,,,,,,,,,,
SEAR,South-East Asia,IND,India,1823.049928,2010,Sex,Both sexes,BTSX,67.23,67.23,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1357.56 ,,,,,,,,,,,,,,,
SEAR,South-East Asia,IND,India,2103.587814,2015,Sex,Both sexes,BTSX,69.31,69.31,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1605.61 ,,,,,,,,,,,,,,,
SEAR,South-East Asia,IND,India,2870.504097,2019,Sex,Both sexes,BTSX,70.79,70.79,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,2100.75 ,,,,,,,,,,,,,,,
SEAR,South-East Asia,IDN,Indonesia,165.0210121,2000,Sex,Both sexes,BTSX,67.17,67.17,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,26269.18 ,,,,,,,,,,,,,,,
SEAR,South-East Asia,IDN,Indonesia,892.9691079,2010,Sex,Both sexes,BTSX,69.26,69.26,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,48607.94 ,,,,,,,,,,,,,,,
SEAR,South-East Asia,IDN,Indonesia,860.8542351,2015,Sex,Both sexes,BTSX,70.61,70.61,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,61987.55 ,,,,,,,,,,,,,,,
SEAR,South-East Asia,IDN,Indonesia,1119.091259,2019,Sex,Both sexes,BTSX,71.31,71.31,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,80886.62 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),109.5917078,2000,Sex,Both sexes,BTSX,72.56,72.56,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1670.01 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),580.7649029,2010,Sex,Both sexes,BTSX,75.86,75.86,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,6599.66 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),384.9514797,2015,Sex,Both sexes,BTSX,76.66,76.66,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4904.33 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),258.2454977,2019,Sex,Both sexes,BTSX,77.35,77.35,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,3114.62 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,IRQ,Iraq,48.36425094,2000,Sex,Both sexes,BTSX,68.77,68.77,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,2058.26 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,IRQ,Iraq,185.7496644,2010,Sex,Both sexes,BTSX,70.24,70.24,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4657.28 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,IRQ,Iraq,166.7741097,2015,Sex,Both sexes,BTSX,70.29,70.29,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4688.32 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,IRQ,Iraq,235.0971822,2019,Sex,Both sexes,BTSX,72.42,72.42,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,5980.63 ,,,,,,,,,,,,,,,
EUR,Europe,IRL,Ireland,99.95880689,2000,Sex,Both sexes,BTSX,76.41,76.41,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,43237.07 ,,,,,,,,,,,,,,,
EUR,Europe,IRL,Ireland,238.6628333,2010,Sex,Both sexes,BTSX,80.41,80.41,>80.0,EN,2020-12-03T16:00:00.000Z,,,52951.68 ,,,,,,,,,,,,,,,
EUR,Europe,IRL,Ireland,291.4627993,2015,Sex,Both sexes,BTSX,81.14,81.14,>80.0,EN,2020-12-03T16:00:00.000Z,,,68941.46 ,,,,,,,,,,,,,,,
EUR,Europe,IRL,Ireland,399.1220635,2019,Sex,Both sexes,BTSX,81.84,81.84,>80.0,EN,2020-12-03T16:00:00.000Z,,,32096.37 ,,,,,,,,,,,,,,,
EUR,Europe,ISR,Israel,132.4556621,2000,Sex,Both sexes,BTSX,78.57,78.57,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,21061.48 ,,,,,,,,,,,,,,,
EUR,Europe,ISR,Israel,262.2938711,2010,Sex,Both sexes,BTSX,81.56,81.56,>80.0,EN,2020-12-03T16:00:00.000Z,,,30780.02 ,,,,,,,,,,,,,,,
EUR,Europe,ISR,Israel,300.0782781,2015,Sex,Both sexes,BTSX,81.93,81.93,>80.0,EN,2020-12-03T16:00:00.000Z,,,35808.44 ,,,,,,,,,,,,,,,
EUR,Europe,ISR,Israel,397.934597,2019,Sex,Both sexes,BTSX,82.62,82.62,>80.0,EN,2020-12-03T16:00:00.000Z,,,43951.25 ,,,,,,,,,,,,,,,
EUR,Europe,ITA,Italy,1143.829832,2000,Sex,Both sexes,BTSX,79.36,79.36,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,20087.59 ,,,,,,,,,,,,,,,
EUR,Europe,ITA,Italy,2291.991046,2010,Sex,Both sexes,BTSX,81.9,81.9,>80.0,EN,2020-12-03T16:00:00.000Z,,,36000.52 ,,,,,,,,,,,,,,,
EUR,Europe,ITA,Italy,1835.899237,2015,Sex,Both sexes,BTSX,82.21,82.21,>80.0,EN,2020-12-03T16:00:00.000Z,,,30230.23 ,,,,,,,,,,,,,,,
EUR,Europe,ITA,Italy,2009.383867,2019,Sex,Both sexes,BTSX,82.97,82.97,>80.0,EN,2020-12-03T16:00:00.000Z,,,33641.63 ,,,,,,,,,,,,,,,
AMR,Americas,JAM,Jamaica,9.00506447,2000,Sex,Both sexes,BTSX,74.22,74.22,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,3392.12 ,,,,,,,,,,,,,,,
AMR,Americas,JAM,Jamaica,14.4446553,2010,Sex,Both sexes,BTSX,75.77,75.77,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4704.05 ,,,,,,,,,,,,,,,
AMR,Americas,JAM,Jamaica,14.18893595,2015,Sex,Both sexes,BTSX,75.85,75.85,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4907.93 ,,,,,,,,,,,,,,,
AMR,Americas,JAM,Jamaica,15.83076855,2019,Sex,Both sexes,BTSX,75.98,75.98,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,5369.50 ,,,,,,,,,,,,,,,
WPR,Western Pacific,JPN,Japan,6233.147172,2010,Sex,Both sexes,BTSX,82.68,82.68,>80.0,EN,2020-12-03T16:00:00.000Z,,,1651.62 ,,,,,,,,,,,,,,,
WPR,Western Pacific,JPN,Japan,4444.930652,2015,Sex,Both sexes,BTSX,83.62,83.62,>80.0,EN,2020-12-03T16:00:00.000Z,,,3736.65 ,,,,,,,,,,,,,,,
WPR,Western Pacific,JPN,Japan,5148.781948,2019,Sex,Both sexes,BTSX,84.26,84.26,>80.0,EN,2020-12-03T16:00:00.000Z,,,4164.11 ,,,,,,,,,,,,,,,
WPR,Western Pacific,JPN,Japan,4968.359076,2000,Sex,Both sexes,BTSX,81.12,81.12,>80.0,EN,2020-12-03T16:00:00.000Z,,,4405.49 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,JOR,Jordan,8.4604244,2000,Sex,Both sexes,BTSX,72.65,72.65,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,44968.16 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,JOR,Jordan,29.52414915,2010,Sex,Both sexes,BTSX,76.59,76.59,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,34960.64 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,JOR,Jordan,38.58701789,2015,Sex,Both sexes,BTSX,77.82,77.82,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,40777.61 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,JOR,Jordan,44.50289592,2019,Sex,Both sexes,BTSX,77.87,77.87,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,39169.36 ,,,,,,,,,,,,,,,
EUR,Europe,KAZ,Kazakhstan,18.29199491,2000,Sex,Both sexes,BTSX,63.15,63.15,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1229.00 ,,,,,,,,,,,,,,,
EUR,Europe,KAZ,Kazakhstan,192.626508,2010,Sex,Both sexes,BTSX,68.43,68.43,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,9070.49 ,,,,,,,,,,,,,,,
EUR,Europe,KAZ,Kazakhstan,184.3884322,2015,Sex,Both sexes,BTSX,71.91,71.91,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,10510.77 ,,,,,,,,,,,,,,,
EUR,Europe,KAZ,Kazakhstan,181.6671901,2019,Sex,Both sexes,BTSX,73.95,73.95,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,9812.60 ,,,,,,,,,,,,,,,
AFR,Africa,KEN,Kenya,12.7053571,2000,Sex,Both sexes,BTSX,53.87,53.87,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,397.48 ,,,,,,,,,,,,,,,
AFR,Africa,KEN,Kenya,46.86945732,2010,Sex,Both sexes,BTSX,61.18,61.18,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1080.30 ,,,,,,,,,,,,,,,
AFR,Africa,KEN,Kenya,70.12041333,2015,Sex,Both sexes,BTSX,64.17,64.17,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1464.55 ,,,,,,,,,,,,,,,
AFR,Africa,KEN,Kenya,100.5554858,2019,Sex,Both sexes,BTSX,66.09,66.09,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1912.65 ,,,,,,,,,,,,,,,
WPR,Western Pacific,KIR,Kiribati,0.18170515,2010,Sex,Both sexes,BTSX,58.01,58.01,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,279.62 ,,,,,,,,,,,,,,,
WPR,Western Pacific,KIR,Kiribati,0.17111782,2015,Sex,Both sexes,BTSX,58.2,58.2,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,880.04 ,,,,,,,,,,,,,,,
WPR,Western Pacific,KIR,Kiribati,0.18839177,2019,Sex,Both sexes,BTSX,59.42,59.42,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,1121.08 ,,,,,,,,,,,,,,,
WPR,Western Pacific,KIR,Kiribati,0.06725417,2000,Sex,Both sexes,BTSX,55.73,55.73,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,1374.03 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,KWT,Kuwait,154.0681159,2010,Sex,Both sexes,BTSX,79.83,79.83,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,785.50 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,KWT,Kuwait,114.5672981,2015,Sex,Both sexes,BTSX,81.13,81.13,>80.0,EN,2020-12-03T16:00:00.000Z,,,1162.90 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,KWT,Kuwait,136.1967602,2019,Sex,Both sexes,BTSX,80.97,80.97,>80.0,EN,2020-12-03T16:00:00.000Z,,,1643.12 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,KWT,Kuwait,37.71284224,2000,Sex,Both sexes,BTSX,77.86,77.86,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,300.61 ,,,,,,,,,,,,,,,
EUR,Europe,KGZ,Kyrgyzstan,1.3696885,2000,Sex,Both sexes,BTSX,65.95,65.95,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1516.76 ,,,,,,,,,,,,,,,
EUR,Europe,KGZ,Kyrgyzstan,6.19776612,2010,Sex,Both sexes,BTSX,69.17,69.17,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1542.62 ,,,,,,,,,,,,,,,
EUR,Europe,KGZ,Kyrgyzstan,6.67817834,2015,Sex,Both sexes,BTSX,71.59,71.59,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1601.86 ,,,,,,,,,,,,,,,
EUR,Europe,KGZ,Kyrgyzstan,8.87102607,2019,Sex,Both sexes,BTSX,74.18,74.18,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,796.80 ,,,,,,,,,,,,,,,
WPR,Western Pacific,LAO,Lao People's Democratic Republic,8.7501074,2010,Sex,Both sexes,BTSX,64.88,64.88,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,12256.99 ,,,,,,,,,,,,,,,
WPR,Western Pacific,LAO,Lao People's Democratic Republic,14.42638119,2015,Sex,Both sexes,BTSX,67.08,67.08,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,23087.23 ,,,,,,,,,,,,,,,
WPR,Western Pacific,LAO,Lao People's Democratic Republic,18.89725223,2019,Sex,Both sexes,BTSX,68.51,68.51,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,28732.23 ,,,,,,,,,,,,,,,
WPR,Western Pacific,LAO,Lao People's Democratic Republic,1.73119802,2000,Sex,Both sexes,BTSX,58.41,58.41,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,31936.80 ,,,,,,,,,,,,,,,
EUR,Europe,LVA,Latvia,27.47438057,2010,Sex,Both sexes,BTSX,72.94,72.94,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,38577.50 ,,,,,,,,,,,,,,,
EUR,Europe,LVA,Latvia,27.25212863,2015,Sex,Both sexes,BTSX,74.8,74.8,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,29869.55 ,,,,,,,,,,,,,,,
EUR,Europe,LVA,Latvia,34.30878383,2019,Sex,Both sexes,BTSX,75.38,75.38,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,32373.25 ,,,,,,,,,,,,,,,
EUR,Europe,LVA,Latvia,7.95885284,2000,Sex,Both sexes,BTSX,70.18,70.18,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,18440.38 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,LBN,Lebanon,39.92712596,2010,Sex,Both sexes,BTSX,75.53,75.53,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1141.24 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,LBN,Lebanon,50.06594609,2015,Sex,Both sexes,BTSX,75.98,75.98,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,2140.04 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,LBN,Lebanon,51.95374451,2019,Sex,Both sexes,BTSX,76.44,76.44,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,2635.80 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,LBN,Lebanon,17.26036484,2000,Sex,Both sexes,BTSX,74.61,74.61,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,325.19 ,,,,,,,,,,,,,,,
AFR,Africa,LSO,Lesotho,2.57942169,2010,Sex,Both sexes,BTSX,47.38,47.38,<50.0,EN,2020-12-03T16:00:00.000Z,,,7761.64 ,,,,,,,,,,,,,,,
AFR,Africa,LSO,Lesotho,2.3597598,2015,Sex,Both sexes,BTSX,47.67,47.67,<50.0,EN,2020-12-03T16:00:00.000Z,,,7663.92 ,,,,,,,,,,,,,,,
AFR,Africa,LSO,Lesotho,2.36621307,2019,Sex,Both sexes,BTSX,50.75,50.75,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,7578.17 ,,,,,,,,,,,,,,,
AFR,Africa,LSO,Lesotho,0.88729527,2000,Sex,Both sexes,BTSX,47.82,47.82,<50.0,EN,2020-12-03T16:00:00.000Z,,,4491.64 ,,,,,,,,,,,,,,,
AFR,Africa,LBR,Liberia,0.874,2000,Sex,Both sexes,BTSX,53.77,53.77,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,306.83 ,,,,,,,,,,,,,,,
AFR,Africa,LBR,Liberia,2.398,2010,Sex,Both sexes,BTSX,60.7,60.7,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,513.45 ,,,,,,,,,,,,,,,
AFR,Africa,LBR,Liberia,3.2270757,2015,Sex,Both sexes,BTSX,61.17,61.17,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,721.58 ,,,,,,,,,,,,,,,
AFR,Africa,LBR,Liberia,3.3195965,2019,Sex,Both sexes,BTSX,64.08,64.08,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,672.34 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,LBY,Libya,38.27020695,2000,Sex,Both sexes,BTSX,74.4,74.4,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,7142.77 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,LBY,Libya,34.69939552,2010,Sex,Both sexes,BTSX,76.04,76.04,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,12064.77 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,LBY,Libya,27.84213148,2015,Sex,Both sexes,BTSX,74.6,74.6,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4337.92 ,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,LBY,Libya,52.09115223,2019,Sex,Both sexes,BTSX,75.78,75.78,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,7685.95 ,,,,,,,,,,,,,,,
EUR,Europe,LTU,Lithuania,43.53505148,2010,Sex,Both sexes,BTSX,73.14,73.14,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,5950.05 ,,,,,,,,,,,,,,,
EUR,Europe,LTU,Lithuania,41.41887298,2015,Sex,Both sexes,BTSX,74.38,74.38,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,8540.07 ,,,,,,,,,,,,,,,
EUR,Europe,LTU,Lithuania,54.69737902,2019,Sex,Both sexes,BTSX,75.99,75.99,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,10093.62 ,,,,,,,,,,,,,,,
EUR,Europe,LTU,Lithuania,11.52477687,2000,Sex,Both sexes,BTSX,72.04,72.04,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,11591.08 ,,,,,,,,,,,,,,,
EUR,Europe,LUX,Luxembourg,61.615545,2010,Sex,Both sexes,BTSX,80.94,80.94,>80.0,EN,2020-12-03T16:00:00.000Z,,,869.70 ,,,,,,,,,,,,,,,
EUR,Europe,LUX,Luxembourg,60.04743068,2015,Sex,Both sexes,BTSX,82.31,82.31,>80.0,EN,2020-12-03T16:00:00.000Z,,,2799.65 ,,,,,,,,,,,,,,,
EUR,Europe,LUX,Luxembourg,70.1957155,2019,Sex,Both sexes,BTSX,82.41,82.41,>80.0,EN,2020-12-03T16:00:00.000Z,,,3843.78 ,,,,,,,,,,,,,,,
EUR,Europe,LUX,Luxembourg,21.17747098,2000,Sex,Both sexes,BTSX,78.24,78.24,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,3852.27 ,,,,,,,,,,,,,,,
AFR,Africa,MDG,Madagascar,11.55181962,2010,Sex,Both sexes,BTSX,62.79,62.79,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1119.84 ,,,,,,,,,,,,,,,
AFR,Africa,MDG,Madagascar,11.32302083,2015,Sex,Both sexes,BTSX,64.19,64.19,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1146.06 ,,,,,,,,,,,,,,,
AFR,Africa,MDG,Madagascar,14.10466451,2019,Sex,Both sexes,BTSX,65.35,65.35,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1113.37 ,,,,,,,,,,,,,,,
AFR,Africa,MDG,Madagascar,4.62924709,2000,Sex,Both sexes,BTSX,58.82,58.82,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,436.49 ,,,,,,,,,,,,,,,
AFR,Africa,MWI,Malawi,8.00400074,2010,Sex,Both sexes,BTSX,56.8,56.8,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,11987.51 ,,,,,,,,,,,,,,,
AFR,Africa,MWI,Malawi,6.37321264,2015,Sex,Both sexes,BTSX,63.04,63.04,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,14258.23 ,,,,,,,,,,,,,,,
AFR,Africa,MWI,Malawi,11.02535784,2019,Sex,Both sexes,BTSX,65.62,65.62,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,19575.77 ,,,,,,,,,,,,,,,
AFR,Africa,MWI,Malawi,1.74350653,2000,Sex,Both sexes,BTSX,44.73,44.73,<50.0,EN,2020-12-03T16:00:00.000Z,,,3293.23 ,,,,,,,,,,,,,,,
WPR,Western Pacific,MYS,Malaysia,297.9519608,2010,Sex,Both sexes,BTSX,74.25,74.25,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,110777.91 ,,,,,,,,,,,,,,,
WPR,Western Pacific,MYS,Malaysia,301.354804,2015,Sex,Both sexes,BTSX,74.95,74.95,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,105419.61 ,,,,,,,,,,,,,,,
WPR,Western Pacific,MYS,Malaysia,365.2762824,2019,Sex,Both sexes,BTSX,74.72,74.72,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,113218.71 ,,,,,,,,,,,,,,,
